"URL","Image URL","ASIN","Title","Brand","Fulfillment","Category","BSR","UPC","GTIN","EAN","ISBN","Subcategory","Subcategory BSR","Price","Price Trend (90 days) (%)","Parent Level Sales","ASIN Sales","Sales Trend (90 days) (%)","Parent Level Revenue","ASIN Revenue","Review Count","Reviews Rating","Seller","Seller Country/Region","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Length","Width","Height","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.fr/dp/2036013457","https://m.media-amazon.com/images/I/81agJYV5csL._SX450_.jpg",2036013457,"TU ES LE HEROS DE LA FORET ENSORCELEE","Larousse","Amazon","Livres",5430,"N/A","N/A",9782036013452,2036013457,"Littérature et fiction",531,14.95,-6,97,97,-84,1444.84,1443.74,411,4.7,"Amazon","N/A",8,973,-11,"Large Envelope",1.14,5.55,7.99,1.17,"N/A","N/A","12/01/2024",48,5,0,0.24
"https://amazon.fr/dp/B09R4LQHTD","https://m.media-amazon.com/images/I/51+NzvviS6L._SX450_.jpg","B09R4LQHTD","Lot de 4 Coupe-trou pour bois, foret tenon, foret profond, pour le travail du bois, la fabrication de meubles (8/10/12/15 mm)","CDIYTOOL","FBA","Bricolage",23734,"N/A","N/A","N/A","N/A","Coffrets de forets",154,48.99,-17,31,27,222,1574.57,1340.88,54,4.3,"cooponmile","China",2,232,"N/A","Large Envelope",1.22,4.76,6.22,1.1,"N/A","N/A","02/01/2026",50,9,5,0.57
"https://amazon.fr/dp/B0F4ML5JWZ","https://m.media-amazon.com/images/I/71iGYZWXwDL._SX450_.jpg","B0F4ML5JWZ","FOCSTOL Set de Foret Sec - 10 Pièces 5/6/8/10/12mm Foret Excentrique Dentelé avec Changement Rapide Tige Hexagonale pour Bois Plastique Maçonnerie Céramique Béton Marbre","FOCSTOL","FBA","Bricolage",11596,"N/A","N/A","N/A","N/A","Longueur de production",22,27.99,-6,69,42,119,1706.47,1162.06,73,4.3,"FOCSTOL TOOLS","China",2,0,"N/A","Standard Envelope",0.59,4.76,5.04,0.57,"N/A","N/A","11/01/2025",10,5,7,0.94
"https://amazon.fr/dp/B0F1P87WCN","https://m.media-amazon.com/images/I/71fJ3pW5qpL._SX450_.jpg","B0F1P87WCN","7 Pièces Foret Diamant Carrelage,Foret Diamant Gres Cerame avec 5/6/8/10/12/14 mm,Forets Metaux pour 6mm, Meche Perceuse Metal, pour Porcelaine,Céramique, Granit,Carrelage","Keratobleem","FBA","Bricolage",2303,795632406015,"N/A",0795632406015,"N/A","Coffrets de forets",15,12.99,-15,190,190,6,2464.37,2462.36,203,4,"BRAVEMELTD","N/A",2,0,"N/A","Standard Envelope",0.94,3.94,4.02,0.29,"N/A","N/A","01/01/2026",12,6,0,0.94
"https://amazon.fr/dp/B0D41QKTKG","https://m.media-amazon.com/images/I/71Ce6eY1TZL._SX450_.jpg","B0D41QKTKG","FOCSTOL Foret Taraudeur - Foret Taraud Filetage Métrique avec Tige Hexagonale à Changement Rapide pour Lerçage Taraudage Fraisage Fer Aluminium Cuivre Métal 13 pièces (6-32NC à 1/4-20NC et M3 à M10)","FOCSTOL","FBA","Bricolage",22006,"N/A","N/A","N/A","N/A","Coffrets de forets",141,30.99,-6,57,57,74,1775.02,1774.28,105,4.1,"FOCSTOL TOOLS","China",2,683,"N/A","Large Envelope",1.34,3.86,4.37,0.46,"N/A","N/A","12/01/2024",22,6,2,0.55
"https://amazon.fr/dp/B0CKY7RMLY","https://m.media-amazon.com/images/I/61nBGHgaETL._SX450_.jpg","B0CKY7RMLY","Hilti Kit TE-CX d'origine (6) M1 Foret SDS Plus 5-12 mm pour béton, 6 pièces #2151505 Hilti Kit TE-CX d'origine (6) M1 Foret SDS Plus 5-12 mm pour béton, 6 pièces #2151505","HILTI","FBM","Bricolage",79984,"N/A","N/A",7613024040988,"N/A","Forets SDS",191,46.44,"N/A",28,28,,1325.63,1325.35,10,4.9,"ISD24","Germany",6,0,"N/A","Large Envelope",1.57,1.77,6.93,0.77,"N/A","N/A","02/01/2026",36,9,0,4.68
"https://amazon.fr/dp/B01D1TINOG","https://m.media-amazon.com/images/I/414Z3RoQEPL._SX450_.jpg","B01D1TINOG","Index Fixing Systems rS – Pack de 500 vis pointe Foret, tête Rivet (recouvrement zingué), RSZ3513","INDEX A PERFECT FIXING","Amazon","Bricolage",16120,"N/A",08423533748614,8423533748614,"N/A","Vis à tôle et autotaraudeses",54,15.04,16,77,61,49,1468.7,1089.68,261,4.3,"Amazon","N/A",3,659,-22,"Extra Large Envelope",2.2,2.36,3.78,0.84,"N/A","N/A","01/01/2026",120,3,4,0.3
"https://amazon.fr/dp/B0B8N831PR","https://m.media-amazon.com/images/I/71TvUnxAPvL._SX450_.jpg","B0B8N831PR","YOKOCUT Foret étagé HSS Cobalt pour acier inoxydable et métal dur 4-32 mm 15 étapes","YOKOCUT","FBA","Bricolage",31172,"N/A","N/A",6939025604235,"N/A","Forets étagés",25,28.98,-24,42,42,249,1038.2,1037.86,269,4.5,"ICUT TOOLS","Hong Kong",2,353,-26,"Large Envelope",1.42,1.46,4.72,0.44,"N/A","N/A","03/01/2025",42,8,0,0.16
"https://amazon.fr/dp/B0834FBYWZ","https://m.media-amazon.com/images/I/61cO1gsp+YL._SX450_.jpg","B0834FBYWZ","TIVOLY - Set Destructeur de Verrou - Lock Destroyer - 1 Foret Carbure court Ø 6mm + Huile de Coupe + Clé d'Ouverture","Tivoly","Amazon","Bricolage",28993,"N/A","N/A",3221912123398,"N/A","Coffrets de forets",197,52.9,-4,32,32,244,1562.04,1561.86,48,4.4,"Amazon","N/A",8,168,-8,"Extra Large Envelope",2.01,3.82,5.16,0.36,"N/A","N/A","02/01/2026",59,4,0,0.67
"https://amazon.fr/dp/B0CYPK1KRZ","https://m.media-amazon.com/images/I/71XKlbegvLL._SX450_.jpg","B0CYPK1KRZ","QUEFORET Foret Diamant pour Carrelage 100mm x M14 - Trépan de Forage pour Céramique Porcelaine Marbre Granit pour Meuleuse d'Angle","QUEFORET","FBA","Bricolage",10689,"N/A","N/A","N/A","N/A","Forets",102,37.49,-11,130,30,21,3495.36,1106.38,114,4.3,"Queforet Tools","China",2,1187,"N/A","Small Parcel",2.72,4.17,4.21,1.1,"N/A","N/A","11/01/2025",24,6,19,1.14
"https://amazon.fr/dp/B004MLVVEM","https://m.media-amazon.com/images/I/714z9tigJVL._SX450_.jpg","B004MLVVEM","JEX Professionnel - Triple Action - Nettoie, parfume et désinfecte - Multi usages - Contact alimentaire - Sans allergènes - Parfum Foret des Landes - 5L - Fabrication française","JEX Professionnel","Amazon","Epicerie",4207,"N/A",03661295609018,3661295609018,"N/A","Nettoyants multi-usage",154,19.1,6,119,119,-35,2206.5,2206.38,69,4.4,"Amazon","N/A",5,1455,"N/A","Standard Parcel",5.04,7.36,11.38,11.33,"N/A","N/A","10/01/2025",181,6,1,1.73
"https://amazon.fr/dp/B0FF9XSVQN","https://m.media-amazon.com/images/I/71+Z0kXpzCL._SX450_.jpg","B0FF9XSVQN","TIVOLY Lot 3 Butées de Perçage Plastique Réglables Ø3-12mm + Guide Perçage Pilot 5 Bleu Ø4-12mm – Accessoires Foret Bois Métal Perpendiculaire","Tivoly","FBM","Bricolage",23791,"N/A","N/A",3221912400338,"N/A","Butées de profondeur",5,17.59,-25,68,68,-81,1028.87,1028.64,7,3.8,"Marketplace Distrib","France",2,0,"N/A","Extra Large Envelope",1.93,2.64,6.73,0.44,"N/A","N/A","12/01/2025",9,5,0,9.75
"https://amazon.fr/dp/B09M3PCTCX","https://m.media-amazon.com/images/I/91LhKtMz55L._SX450_.jpg","B09M3PCTCX","fraise diamant carrelage 50mm – BRSCHNITT mèche de chanfrein diamantée foret biseauté pour façonner l'élargissement, nettoyer les trous existants de granit, marbre et porcelaine","BRSCHNITT","FBA","Bricolage",28427,791180053190,"N/A",0791180053190,"N/A","Mèches à façonner",21,27.99,-10,68,40,236,1650.91,1056.26,419,4.4,"BRSCHNITT TOOLS","China",2,516,-6,"Extra Large Envelope",1.93,2.09,3.19,0.57,"N/A","N/A","06/01/2024",52,6,20,0.16
