"URL","Image URL","ASIN","Title","Brand","Fulfillment","Category","BSR","UPC","GTIN","EAN","ISBN","Subcategory","Subcategory BSR","Price","Price Trend (90 days) (%)","Parent Level Sales","ASIN Sales","Sales Trend (90 days) (%)","Parent Level Revenue","ASIN Revenue","Review Count","Reviews Rating","Seller","Seller Country/Region","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Length","Width","Height","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.fr/dp/B00LMBNMA6","https://m.media-amazon.com/images/I/71Fs2y7G-eL._SX450_.jpg","B00LMBNMA6","EISL Verona NI183VECR Robinet de cuisine, robinet de cuisine avec douchette extractible, robinet d'évier, chromé","EISL","Amazon","Bricolage",4671,"N/A",09002560705990,9002560705990,"N/A","Robinets tactiles d'évier de cuisine",18,36.99,-30,176,176,514,6525.78,6525.62,126,4.4,"Amazon","N/A",2,0,"N/A","Standard Parcel",3.31,6.89,13.82,3.66,"N/A","N/A","02/01/2026",140,9,1,1.4
"https://amazon.fr/dp/B0894SKSXD","https://m.media-amazon.com/images/I/51Og6iU30aL._SX450_.jpg","B0894SKSXD","ALLOMN Robinet Intelligent, Adaptateur de Robinet sans Contact Dispositif D'économie D'eau Capteur Infrarouge Adaptateur D'économiseur D'eau Capteur de Robinet D'eau Adapté M22 M24 Buse de Robinet","ALLOMN","FBA","Bricolage",109037,"N/A","N/A","N/A","N/A","Robinets sans contact",16,43.98,-2,26,26,,1130.48,1130.11,101,4,"Philharmonic city","China",2,92,207,"Small Parcel",2.6,4.45,6.93,0.51,"N/A","N/A","02/01/2026",70,9,0,0.25
"https://amazon.fr/dp/B0B27TH41X","https://m.media-amazon.com/images/I/718LtxzDUML._SX450_.jpg","B0B27TH41X","SJQKA Mitigeur Cuisine Rabattable,robinet Cuisine Rabattable D'or Brossé En Acier Inoxydable,Robinet Pliable Moderne","SJQKA","FBA","Bricolage",32470,"N/A","N/A","N/A","N/A","Robinets tactiles d'évier de cuisine",145,88,-6,38,38,151,3345.88,3345.74,86,4.3,"SJQKA","China",2,245,29,"Standard Parcel",2.99,10.2,15.67,3.9,"N/A","N/A","03/01/2024",46,9,0,0.44
"https://amazon.fr/dp/B001EYEY1M","https://m.media-amazon.com/images/I/31SoLFYbyvL._SX450_.jpg","B001EYEY1M","Robinet temporisé avec Commande à Boucle.","MCM","FBM","Commerce, Industrie et Science",32692,"N/A","N/A",8033408889153,"N/A","Robinets d'arrêt",24,82.8,5,20,20,767,1615.18,1614.88,8,4.8,"Inferramenta FR","Italy",3,0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","01/01/2026",97,1,0,2.5
"https://amazon.fr/dp/B0BNKWCQY5","https://m.media-amazon.com/images/I/31PNVQqP7CL._SX450_.jpg","B0BNKWCQY5","Mursche Robinet Salle de Bain Robinet Lavabo - Cascade Moderne Design Elégant Robinetterie Chromé Mitigeur en Inoxydable Eau Chaude et Froide Disponible","Mursche","FBA","Bricolage",8357,"N/A","N/A","N/A","N/A","Robinets tactiles",14,20.99,-17,127,109,,3202.09,2667.65,358,4.3,"Glfsfrwer","China",2,0,"N/A","Small Parcel",2.52,8.58,11.69,2.05,"N/A","N/A","02/01/2026",39,9,7,0.35
"https://amazon.fr/dp/B08KXVVPPW","https://m.media-amazon.com/images/I/41z2jTU2vHL._SX450_.jpg","B08KXVVPPW","robinet flotteur - 95l - pour verso350 - siamp 30951007","SIAMP","FBA","Commerce, Industrie et Science",2110,"N/A","N/A",3247230018932,"N/A","Robinets à flotteur",3,23.7,27,79,79,64,1740.96,1740.72,95,4.6,"Digital Brico","France",4,1541,62,"Small Parcel",2.72,5.87,10.71,0.44,"N/A","N/A","08/01/2025",69,1,0,0.85
"https://amazon.fr/dp/B00C2WH17E","https://m.media-amazon.com/images/I/71fwnb6TbtL._SX450_.jpg","B00C2WH17E","Robinet avec applique intégrée M15/21- M20/27","SOMATHERM FOR YOU","Amazon","Gros électroménager",444,"N/A",03540739015991,3540739015991,"N/A","Pièces et accessoires pour lave-linges",128,16.9,-13,60,60,24,1013.28,1012.55,203,4.4,"Amazon","N/A",4,753,94,"Extra Large Envelope",2.01,3.11,7.01,0.46,"N/A","N/A","08/01/2025",124,6,0,0.3
"https://amazon.fr/dp/B00OYUF9DA","https://m.media-amazon.com/images/I/41ww1Ds0YPL._SX450_.jpg","B00OYUF9DA","SIAMP - Robinet flotteur extra silencieux Quieto OD - 30778010","SIAMP","FBA","Commerce, Industrie et Science",4186,"N/A","N/A",3247230040575,"N/A","Robinets à flotteur",6,28.93,-4,66,66,-18,1945.25,1944.48,88,4.4,"Digital Brico","France",5,425,113,"Standard Parcel",2.64,6.06,16.45,0.6,"N/A","N/A","12/01/2025",109,1,0,0.75
"https://amazon.fr/dp/B00CERJR24","https://m.media-amazon.com/images/I/710hEcwH3GL._SX450_.jpg","B00CERJR24","DIFF pour Elm leblanc - Disconnecteur avec robinet, 87167700040","DIFF","FBA","Bricolage",76634,"N/A","N/A",4010009817253,"N/A","Accessoires",397,66.84,2,23,23,6,1351.34,1351.08,48,4.6,"Digital Brico","France",6,198,19,"Standard Parcel",8.27,6.69,5.51,0.6,"N/A","N/A","12/01/2024",157,2,0,0.47
"https://amazon.fr/dp/B0F5484V4W","https://m.media-amazon.com/images/I/91qALUlsfGL._SX450_.jpg","B0F5484V4W","Mitigeur Cuisine Rabattable, Robinet Cuisine Rabattable Avec 4 Jets Modes,robinet Cuisine Pliable Pour Fenêtre,Mitigeur Evier Cuisine En Acier Inoxydable 304 Brossé","SJQKA","FBA","Bricolage",9404,"N/A","N/A","N/A","N/A","Robinets tactiles d'évier de cuisine",34,79,-6,100,75,44,7886.07,5944.55,61,4.4,"SJQKA","China",2,0,"N/A","Standard Parcel",2.64,10.12,17.4,4.32,"N/A","N/A","01/01/2026",11,8,2,1.64
"https://amazon.fr/dp/B0CG5ZD17B","https://m.media-amazon.com/images/I/81cxeokY76L._SX450_.jpg","B0CG5ZD17B","EISL GRANIT NI183SMCR-LP Robinet d'évier basse pression avec douchette, pivotant à 360°, noir, idéal pour double évier, robinet de cuisine, mitigeur monocommande basse pression","EISL","FBM","Bricolage",81386,"N/A",09002560801111,9002560801111,"N/A","Robinets tactiles d'évier de cuisine",337,84.26,6,39,39,,3046.39,3046.06,31,4.3,"Schütte Group Austria GmbH","Austria",2,41,"N/A","Standard Parcel",3.78,6.85,14.21,4.15,"N/A","N/A","02/01/2026",31,9,1,1.24
"https://amazon.fr/dp/B07HMYX81L","https://m.media-amazon.com/images/I/61XDhN3ElBL._SX450_.jpg","B07HMYX81L","Royal Catering Friteuse Électrique De Restaurant Simple Avec Robinet Professionnelle RCEF 16EB (3 500 W, 16 l, Température Max. 200 °C, Zone froide, Robinet de vidange)","Royal Catering","FBM","Cuisine et Maison",201032,"N/A","N/A",4250928698797,"N/A","Friteuses",85,152,103,14,14,629,2217.21,2217.07,104,4.1,"expondo GmbH","Germany",2,200,28,"Standard Oversize",17.32,17.63,24.49,31.22,"N/A","N/A","06/01/2025",63,7,0,0.13
