"URL","Image URL","ASIN","Title","Brand","Fulfillment","Category","BSR","UPC","GTIN","EAN","ISBN","Subcategory","Subcategory BSR","Price","Price Trend (90 days) (%)","Parent Level Sales","ASIN Sales","Sales Trend (90 days) (%)","Parent Level Revenue","ASIN Revenue","Review Count","Reviews Rating","Seller","Seller Country/Region","Number of Active Sellers","Last Year Sales","Sales Year Over Year (%)","Size Tier","Length","Width","Height","Weight","Storage Fee (Jan - Sep)","Storage Fee (Oct - Dec)","Best Sales Period","Age (Month)","Number of Images","Variation Count","Sales to Reviews"
"https://amazon.fr/dp/B0CTHSP7P3","https://m.media-amazon.com/images/I/51CbkoJm0EL._SX450_.jpg","B0CTHSP7P3","Brosse, embout d'origine Aspirateur 140190520035 ELECTROLUX Aspirateur 140190520035 ELECTROLUX","Electrolux","FBM","Cuisine et Maison",31056,"N/A","N/A",7321424425648,"N/A","Pièces de rechange",376,53.4,20,32,32,,1745.71,1745.47,4,5,"SOS-Accessoire","France",5,0,"N/A","Standard Oversize",9.84,9.84,39.37,1.41,"N/A","N/A","02/01/2026",26,1,0,8.05
"https://amazon.fr/dp/B097LVBKL6","https://m.media-amazon.com/images/I/31YDND3jSfL._SX450_.jpg","B097LVBKL6","Brosse, Embout Aspirateur FS-9100040195 ROWENTA Aspirateur FS-9100040195 ROWENTA","Rowenta","FBA","Cuisine et Maison",29598,"N/A","N/A",3666039356715,"N/A","Brosses",131,29.53,-6,35,35,348,1037.49,1037.08,292,4.6,"SOS-Accessoire","France",7,208,-5,"Standard Parcel",4.41,10.79,11.26,1.54,"N/A","N/A","02/01/2026",57,1,0,0.12
"https://amazon.fr/dp/B0G6KFFQSC","https://m.media-amazon.com/images/I/71WLGAIsotL._SX450_.jpg","B0G6KFFQSC","SEALIGHT Aspirateur à Main, 28000Pa Aspirateur Voiture Puissant 4-in-1 Aspirateur de Voiture avec Moteur sans Brosse, Mini Aspirateur de Voiture pour Voiture Animaux Maison Car","SEALIGHT","FBA","Cuisine et Maison",82137,"N/A",06936852115590,"N/A","N/A","Aspirateurs à main",144,39.99,-60,73,82,,2906.5,3290.19,81,3.3,"XAUTO-US","China",3,0,"N/A","Small Parcel",2.68,7.32,7.91,1.37,"N/A","N/A","02/01/2026",3,7,0,0.9
"https://amazon.fr/dp/B0FKBJ99WT","https://m.media-amazon.com/images/I/71t3Nr6boAL._SX450_.jpg","B0FKBJ99WT","Aspirateur Balai Sans Fil, 58000Pa Aspirateur Sans Fil, Aspirateur Balai avec LED, Brosse Anti-Enmêlement Améliorée et Écran Tactile, Aspirateur Balai Sans Fil Puissant pour Tapis,Poils Animaux","RevoNest","FBA","Cuisine et Maison",293614,758577229712,"N/A",0758577229712,"N/A","Aspirateurs balais et balais électriques",547,139.99,"N/A",14,14,,2022.87,2022.7,13,4.8,"VIOVAS RESOURCE S.R.L.","N/A",2,0,"N/A","Standard Oversize",7.28,10.67,17.8,8.88,"N/A","N/A","02/01/2026",4,8,0,1.11
"https://amazon.fr/dp/B0G146PSDY","https://m.media-amazon.com/images/I/71IdvHswVqL._SX450_.jpg","B0G146PSDY","Vexilar Aspirateur Balai sans Fil, 450W/45Kpa/50 Mins, Aspirateur sans Fil avec Écran LED, Filtration Cyclonique 5 Étapes, Aspirateur pour Tapis,Sols Durs,Poils d'animaux,Aspirateur Balai Léger","Vexilar","Amazon","Cuisine et Maison",155,"N/A","N/A",6924843236263,"N/A","Aspirateurs balais et balais électriques",3,79.99,"N/A",1162,403,,148307.57,36498.29,363,4.7,"Amazon","N/A",2,0,"N/A","Standard Parcel",7.13,10.87,17.09,6.66,"N/A","N/A","02/01/2026",2,9,5,3.2
"https://amazon.fr/dp/B0GGXVX2TL","https://m.media-amazon.com/images/I/61BD+8qvNDL._SX450_.jpg","B0GGXVX2TL","Aspirateur Balai sans Fil N300, 28KPa & 2 Vitesses, Aspirateur sans fil 175W, Aspirateur Léger, 55Min Autonomie, 6 en 1 Aspirateur Balai sans Sac pour Les Poils d'animaux, Tapis, Canapé, Voiture","YISORA","FBA","Cuisine et Maison",234946,"N/A","N/A","N/A","N/A","Aspirateurs balais et balais électriques",439,199.99,"N/A",3,69,,609.58,6674.7,24,4.8,"YISORA EU-PT","China",4,0,"N/A","Standard Parcel",7.6,11.34,17.36,6.64,"N/A","N/A","02/01/2026",11,9,0,0.13
"https://amazon.fr/dp/B0GJS2GP64","https://m.media-amazon.com/images/I/61LpemvCItL._SX450_.jpg","B0GJS2GP64","Aspirateur Balai sans Fil N300, 28KPa & 2 Vitesses, Aspirateur sans fil 175W, Aspirateur Léger, 55Min Autonomie, 6 en 1 Aspirateur Balai sans Sac pour Les Poils d'animaux, Tapis, Canapé, Voiture","YISORA","FBA","Cuisine et Maison",241122,"N/A","N/A","N/A","N/A","Aspirateurs balais et balais électriques",459,199.99,"N/A",1,54,,107.01,5014.36,24,4.8,"YISORA EU-PT","China",4,0,"N/A","Standard Parcel",7.52,11.34,17.48,6.66,"N/A","N/A","02/01/2026",2,9,0,0.02
"https://amazon.fr/dp/B0F5BVL6ZM","https://m.media-amazon.com/images/I/51055qyVqYL._SX450_.jpg","B0F5BVL6ZM","Hoover B030 Batterie Aspirateur Lithium, Rechargeable, Noir, Original, pour Aspirateur HF1 Plus","Hoover","Amazon","Cuisine et Maison",39936,"N/A","N/A",8059019101613,"N/A","Aspirateurs balais et balais électriques",140,55.06,-10,30,30,191,1611.01,1610.76,30,4.4,"Amazon","N/A",2,0,"N/A","Small Parcel",2.72,2.83,7.95,0.99,"N/A","N/A","01/01/2026",11,6,0,1.09
"https://amazon.fr/dp/B0CTXR34GN","https://m.media-amazon.com/images/I/41v7WLg59DL._SX450_.jpg","B0CTXR34GN","Poignée de tuyau, flexible Aspirateur 2193710262, 2193710387 ELECTROLUX Aspirateur 2193710262, 2193710387 ELECTROLUX","Electrolux","FBM","Cuisine et Maison",34005,"N/A","N/A",3663946906590,"N/A","Pièces de rechange",413,23.2,-13,94,94,31,2170.26,2169.7,96,4.7,"Groupe Dragon","France",6,1127,"N/A","Small Parcel",2.68,7.6,12.8,0.55,"N/A","N/A","10/01/2024",64,1,0,0.99
"https://amazon.fr/dp/B0C7243XL4","https://m.media-amazon.com/images/I/51MJfNkXR6L._SX450_.jpg","B0C7243XL4","Brosse, embout parquet Aspirateur ZR904701, RS-RT3512 ROWENTA Aspirateur ZR904701, RS-RT3512 ROWENTA","Rowenta","FBM","Cuisine et Maison",21695,"N/A","N/A",3662894853987,"N/A","Brosses",96,28.23,-8,78,78,55,2166.51,2165.87,105,4.6,"SOS-Accessoire","France",6,957,3,"Standard Parcel",3.23,11.69,12.76,1.12,"N/A","N/A","01/01/2025",64,1,0,0.74
